Date,"Transaction ID:",Details,Turnover,Balance,Currency
"2020-01-06 22:13:00",-514141884,"Loan 4591208-38 - The loan was repurchased. Reason: The loan term was prolonged.: interest received",0.19249999999996,0.13679979615159,EUR
"2020-01-06 22:13:00",-514141886,"Loan 4591208-38 - The loan was repurchased. Reason: The loan term was prolonged.: Principal received",56.25,56.386799796152,EUR
"2020-01-06 22:17:01",1400435164,"Loan 28266368-01 - investment in loan  Mintos Strategies (previously Invest & Access)",-56.450080796903,-0.063281000751673,EUR
"2020-01-06 22:39:41",-514141889,"Loan 23578309-01 - principal received",0.0019317983963343,-0.061349202355339,EUR
"2020-01-06 22:45:57",-514141891,"Loan 25271796-01 - late payment interest received",4.97600617272E-5,-0.061299442293611,EUR
"2020-01-06 22:45:58",-514141893,"Loan 25271796-01 - principal received",0.008571111111108,-0.052728331182503,EUR
"2020-01-06 22:53:18",-514141896,"Loan 21158057-01 - interest received",0.001246892849,-0.051481438333503,EUR
"2020-01-06 22:53:21",-514141900,"Loan 21158057-01 - principal received",0.021874630695726,-0.029606807637777,EUR
"2020-01-06 22:59:51",-514141902,"Loan 24921831-01 - principal received",0.04284205134234,0.013235243704563,EUR
"2020-01-07 00:02:13",-514141904,"Loan 20768970-01 - interest received",0.013053020791253,0.026288264495816,EUR
"2020-01-07 00:02:16",-514141908,"Loan 20768970-01 - principal received",0.27400510822349,0.30029337271931,EUR
"2020-01-07 00:18:00",-514141910,"Loan 24007322-01 - interest received",0.022972045287981,0.32326541800729,EUR
"2020-01-07 00:18:15",-514141912,"Loan 24007322-01 - principal received",0.0011191603459927,0.32438457835328,EUR
"2020-01-07 00:20:59",-514141913,"Loan 24232909-01 - principal received",0.0001398765487825,0.32452445490206,EUR
"2020-01-07 00:22:23",-514141916,"Loan 24232896-01 - principal received",0.000257116469979,0.32478157137204,EUR
"2020-01-07 00:30:23",-514141919,"Loan 24292606-01 - principal received",6.85107109153E-5,0.32485008208296,EUR
"2020-01-07 00:31:05",-514141922,"Loan 24232894-01 - principal received",2.06215716531E-5,0.32487070365461,EUR
"2020-01-07 00:31:22",-514141924,"Loan 24232897-01 - principal received",0.0002761017017125,0.32514680535632,EUR
"2020-01-07 01:12:42",-514141927,"Loan 24222027-01 - interest received",0.048879084396133,0.37402588975246,EUR
"2020-01-07 03:11:12",-514141929,"Loan 22680634-01 - interest received",0.0080972081173713,0.38212309786983,EUR
"2020-01-07 03:11:12",-514141932,"Loan 22680634-01 - principal received",0.013603168030533,0.39572626590036,EUR
"2020-01-07 09:41:39",-514141934,"Loan 24222184-01 - interest received",0.028233333333326,0.42395959923369,EUR
"2020-01-07 09:41:39",-514141937,"Loan 24222184-01 - principal received",0.0076536144578312,0.43161321369152,EUR
"2020-01-07 10:45:37",-514141940,"Loan 12495611-05 - interest received",0.010541666666663,0.44215488035818,EUR
"2020-01-07 10:45:37",-514141942,"Loan 12495611-05 - principal received",0.056838461538461,0.49899334189664,EUR
